ID,YEAR,TITLE,LANGUAGE,AUTHORS
58215,2018-10-31,Der Mensch der Zukunft,de,"Bölsche, Wilhelm, 1861-1939; Planck, Willy, 1870-1956 [Illustrator]"
58216,2018-11-01,"History of Atchison County, Kansas",en,"Ingalls, Sheffield, 1875-1937"
58217,2018-11-01,The Book of Months,en,"Benson, E. F. (Edward Frederic), 1867-1940"
58218,2018-11-01,Old English Mansions,en,"Yockney, Alfred; Holme, Charles, 1848-1923 [Editor]; Harding, James Duffield, 1798-1863 [Illustrator]; Nash, Joseph, 1809-1878 [Illustrator]; Richardson, C. J. (Charles James), 1806-1871 [Illustrator]; Shaw, Henry, 1800-1873 [Illustrator]"
58219,2018-11-01,Das große Jagen,de,"Ganghofer, Ludwig, 1855-1920"
58220,2018-11-02,"Blackwood's Edinburgh Magazine, Volume LXII., No. 381, July, 1847",en,Various
58221,2018-11-02,La Odisea,es,"Homer, 750? BCE-650? BCE; Flaxman, John, 1755-1826 [Illustrator]; Paget, Walter, 1863-1935 [Illustrator]; Segalá y Estalella, Luis, 1873-1938 [Translator]"
58222,2018-11-02,The Destinies of the Stars,en,"Arrhenius, Svante, 1859-1927; Fries, Joens Elias, 1876-1932 [Translator]"
58223,2018-11-03,"Harper's Young People, June 20, 1882
An Illustrated Weekly",en,Various
58224,2018-11-03,"The Greek Philosophers, Vol. 2 (of 2)",en,"Benn, Alfred William, 1843-1915"
58225,2018-11-03,Primes to One Trillion,en,"Kostuch, Don [Editor]"
58226,2018-11-03,The Ghost in the Tower: An Episode in Jacobia,en,"Reed, Earl H. (Earl Howell), 1863-1931"
58227,2018-11-03,Äärimmäiseltä rajalta: Seikkailuromaani,fi,"Frich, Øvre Richter, 1872-1945; Korjula, J. V., 1876-1954 [Translator]"
58228,2018-11-03,The Legends of the Iroquois,en,"Canfield, William Walker, 1855-1937 [Compiler]"
58229,2018-11-04,"Humanity to Honey-Bees
or, Practical Directions for the Management of Honey-Bees Upon an Improved and Humane Plan, by Which the Lives of Bees May Be  Preserved, and Abundance of Honey of a Superior Quality May Be Obtained",en,"Nutt, Thomas"
58230,2018-11-04,Shavings & Scrapes from many parts,en,"Joubert, Jules, 1824-1907"
58231,2018-11-04,Battles & Bivouacs: A French soldier's note-book,en,"Roujon, Jacques, 1884-; Rothwell, Fred, 1869-1934 [Translator]"
58232,2018-11-04,The American Prisoner,en,"Phillpotts, Eden, 1862-1960"
58233,2018-11-04,A Surgeon in Arms,en,"Manion, R. J. (Robert James), 1881-1943"
58234,2018-11-04,Tulevaisuudentoiveita,fi,"Poulsen, Ellen Kruuse; Hedman, Valfrid, 1872-1939 [Translator]"
58235,2018-11-05,"Beach Rambles in Search of Seaside Pebbles and Crystals
With Some Observations on the Origin of the Diamond and Other Precious Stones",en,"Francis, John George"
58236,2018-11-05,Predecessors of Cleopatra,en,"North, Leigh, -1920; Davis, G. A. (Georgina A.), 1852?-1901 [Illustrator]"
58237,2018-11-05,"Motion pictures, 1940-1949",en,Library of Congress. Copyright Office
58238,2018-11-05,Sämtliche Werke 1-2: Rodion Raskolnikoff (Schuld und Sühne),de,"Dostoyevsky, Fyodor, 1821-1881; Merezhkovsky, Dmitry Sergeyevich, 1865-1941 [Contributor]; Moeller van den Bruck, Arthur, 1876-1925 [Editor]; Rahsin, E. K., 1886-1966 [Translator]"
58239,2018-11-05,"Memories of My Life
From My Early Days in Scotland Till the Present Day in Adelaide",en,"Allen, J. S. O., Mrs."
58240,2018-11-06,Mahtran sota,fi,"Vilde, Eduard, 1865-1933; Rainio, Lilli, 1861-1945 [Translator]"
58241,2018-11-06,Library Essays; Papers Related to the Work of Public Libraries,en,"Bostwick, Arthur E. (Arthur Elmore), 1860-1942"
58242,2018-11-06,"The Characters of Theophrastus
A Translation, with Introduction",en,"Theophrastus, 369? BCE-285? BCE; Bennett, Charles E. (Charles Edwin), 1858-1921 [Translator]; Hammond, William A. (William Alexander), 1861-1938 [Translator]"
58243,2018-11-06,"The Korea Review, Vol. 5 No. 5, May 1905",en,"Various; Hulbert, Homer B. (Homer Bezaleel), 1863-1949 [Editor]"
58244,2018-11-06,La Comédie humaine - Volume 10. Scènes de la vie parisienne - Tome 02,fr,"Balzac, Honoré de, 1799-1850"
58245,2018-11-06,The Jews among the Greeks and Romans,en,"Radin, Max, 1880-1950"
58246,2018-11-07,Dagonet Ditties,en,"Sims, George R., 1847-1922"
58247,2018-11-07,"Il Conte di Virtù vol. 1/2
Storia italiana del secolo XIV",it,"Belgiojoso, Carlo, 1815-1881"
58248,2018-11-07,"Il Conte di Virtù vol. 2/2
Storia italiana del secolo XIV",it,"Belgiojoso, Carlo, 1815-1881"
58249,2018-11-07,Index of the Project Gutenberg Works of Henry Fielding,en,"Fielding, Henry, 1707-1754; Widger, David, 1932-2021? [Editor]"
58250,2018-11-07,Index of the Project Gutenberg Works of Thomas Hardy,en,"Hardy, Thomas, 1840-1928; Widger, David, 1932-2021? [Editor]"
58251,2018-11-08,Fables de Florian,fr,"Florian, 1755-1794; Jauffret, L. F. (Louis François), 1770-1840 [Editor]"
58252,2018-11-08,"Harper's Round Table, June 23, 1896",en,Various
58253,2018-11-08,The Minister's Wife,en,"Oliphant, Mrs. (Margaret), 1828-1897"
58254,2018-11-09,"Histoire de Mlle Brion dite Comtesse de Launay (1754)
Introduction, Essai bibliographique par Guillaume Apollinaire",fr,"Anonymous; Apollinaire, Guillaume, 1880-1918 [Editor]"
58255,2018-11-09,"Educating by Story-Telling
Showing the Value of Story-Telling as an Educational Tool for the Use of All Workers with Children",en,"Cather, Katherine Dunlap, Mrs."
58256,2018-11-11,"The Russian Army and the Japanese War, Vol. 1 (of 2)
Being Historical and Critical Comments on the Military Policy and Power of Russia and on the Campaign in the Far East",en,"Kuropatkin, A. N. (Alekseĭ Nikolaevich), 1848-1925; Swinton, E. D. (Ernest Dunlop), 1868-1951 [Editor]; Lindsay, A. B. (Alexander Bertram), 1872-1914 [Translator]"
58257,2018-11-09,Murillo,de,"Knackfuss, H. (Hermann), 1848-1915"
58258,2018-11-09,Maanantai-tarinoita: Valikoima,fi,"Daudet, Alphonse, 1840-1897; Kallio, O. A. (Oskar Albin), 1874-1940 [Translator]"
58259,2018-11-10,Amis,fr,"Haraucourt, Edmond, 1856-1941"
58260,2018-11-10,"La Samaritaine, évangile en trois tableaux, en vers",fr,"Rostand, Edmond, 1868-1918"
58261,2018-11-10,Vida de Cervantes,es,"Mayans y Siscar, Gregorio, 1699-1781; Gil y Calpe, Jesús, 1878-1937 [Author of introduction, etc.]"
58262,2018-11-10,"Captain John's Adventures; or, The Story of a Fatherless Boy",en,Anonymous
58263,2018-11-10,The Candle and the Cat,en,"Leonard, Mary Finley, 1862-1948"
58264,2018-11-10,Sotamuistelmani 1914-1918,fi,"Ludendorff, Erich, 1865-1937"
58265,2018-11-10,La dernière nuit de Don Juan: poème dramatique en deux parties et un prologue,fr,"Rostand, Edmond, 1868-1918"
58266,2018-11-10,War—What For?,en,"Kirkpatrick, George R. (George Ross), 1867-1937"
58267,2018-11-11,"The Delinquent (Vol. IV, No. 4), April, 1914",en,Various; National Prisoners' Aid Association [Publisher]
58268,2018-11-11,"The Waterloo Campaign, 1815",en,"Siborne, William, 1797-1849; Arber, Edward, 1836-1912 [Author of introduction, etc.]"
58269,2018-11-11,"6,000 Tons of Gold",en,"Chamberlain, Henry Richardson, 1859-1911"
58270,2018-11-11,"Blue Jackets; or, The Adventures of J. Thompson, A.B., Among ""the Heathen Chinee""
A Nautical Novel",en,"Greey, Edward, 1835-1888"
58271,2018-11-11,The Tower of London,en,"Benham, William, 1831-1910"
58272,2018-11-11,Index of the Project Gutenberg Works of Aleksandr Pushkin,en,"Pushkin, Aleksandr Sergeevich, 1799-1837; Widger, David, 1932-2021? [Editor]"
58273,2018-11-11,Index of the Project Gutenberg Works of Henry David Thoreau,en,"Thoreau, Henry David, 1817-1862; Widger, David, 1932-2021? [Editor]"
58274,2018-11-11,"The Tragic Story of the Empress of Ireland, and Other Great Sea Disasters",en,"Marshall, Logan, 1884-1937"
58275,2018-11-11,"Granada, Poema Oriental, precedido de la Leyenda de al-Hamar, Tomo 2",es,"Zorrilla, José, 1817-1893"
58276,2018-11-11,"The Florist and Horticultural Journal, Vol. II. No. 7, July, 1853
A Monthly Magazine of Horticulture, Agriculture, Botany, Agricultural Chemistry, Entomology, &c.",en,"Various; Hanson, H. C. [Editor]"
58277,2018-11-12,Afrodite: Kertomus vanhan Hellaan ajoilta,fi,"Eckstein, Ernst, 1845-1900; Groundstroem, Walter‏ [Translator]"
58278,2018-11-12,Elämäni,fi,"Hindenburg, Paul von, 1847-1934"
58279,2018-11-13,Modern French Masters,en,"Van Vorst, Marie, 1867-1936; Harrison, Alexander, 1853-1930 [Author of introduction, etc.]"
58280,2018-11-14,"Fools of Fortune; or, Gambling and Gamblers",en,"Quinn, John Philip, 1846-; Johnson, Charles P. (Charles Philip), 1836-1920 [Contributor]; McIntyre, Robert, 1851-1914 [Contributor]; Snyder, John M., 1842-1914 [Contributor]; Swing, David, 1830-1894 [Contributor]"
58281,2018-11-14,"The Burton Holmes Lectures, Volume 1 (of 10)
In Ten Volumes",en,"Holmes, Burton, 1870-1958"
58282,2018-11-14,To London Town,en,"Morrison, Arthur, 1863-1945"
58283,2018-11-14,"The Southern Literary Messenger, Vol. I., No. 10, June, 1835",en,"Various; Sparhawk, Edward Vernon, 1798-1838 [Editor]"
58284,2018-11-14,The Architecture of Provence and the Riviera,en,"MacGibbon, David, 1831-1902"
58285,2018-11-14,Girls of '64,en,"Knipe, Alden Arthur, 1870-1950; Knipe, Emilie Benson, 1870-1958"
58286,2018-11-14,"A Short List of the Publications of E. & F. N. Spon, Ltd. June 1901",en,E. & F. N. Spon
58287,2018-11-16,The Slanderers,en,"Deeping, Warwick, 1877-1950"
58288,2018-11-17,Bessy Rane: A Novel,en,"Wood, Henry, Mrs., 1814-1887"
58289,2018-11-17,Roaming Through the West Indies,en,"Franck, Harry Alverson, 1881-1962"
58290,2018-11-17,Derniers souvenirs d'un musicien,fr,"Adam, Adolphe, 1803-1856"
58291,2018-11-17,Prinssi ja kaunis näyttelijätär: Salapoliisikertomus,fi,"Elvestad, Sven, 1884-1934; Varmanen, Julius [Translator]"
58292,2018-11-17,Connecticut Boys in the Western Reserve: A Tale of the Moravian Massacre,en,"Braden, James A. (James Andrew), 1872-1955; Dunton, W. Herbert, 1878-1936 [Illustrator]"
58293,2018-11-17,"The Leatherworker in Eighteenth-Century Williamsburg
Being an Account of the Nature of Leather, & of the Crafts Commonly Engaged in the Making & Using of It.",en,"Ford, Thomas K.; Gill, Harold B. [Contributor]; Townsend, Raymond R. [Contributor]"
58294,2018-11-17,Trees You Want to Know,en,"Peattie, Donald Culross, 1898-1964; Michaux, François André, 1770-1855 [Illustrator]; Taylor, Ethel Bonney [Illustrator]"
58295,2018-11-17,One Hundred Years in Yosemite: The Story of a Great Park and Its Friends,en,"Russell, Carl Parcher, 1894-1967; Drury, Newton Bishop, 1889-1978 [Author of introduction, etc.]"
58296,2018-11-17,L'anatra: Allevamento per la produzione della carne,it,"Gonin, Carlo Alberto"
58297,2018-11-17,Viisauden sanoja: Mieleen pantavia kertoelmia,fi,"Spurgeon, C. H. (Charles Haddon), 1834-1892"
58298,2018-11-17,"La dama errante
La raza, Tomo I",es,"Baroja, Pío, 1872-1956"
58299,2018-11-17,Evenor et Leucippe: Les amours de l'Âge d'Or; Légende antidéluvienne,fr,"Sand, George, 1804-1876"
58300,2018-11-17,Das erste Schuljahr: Eine Erzählung für Kinder von 7-12 Jahren,de,"Sapper, Agnes, 1852-1929"
58301,2018-11-17,Index of the Project Gutenberg Works of Harriet Beecher Stowe,en,"Stowe, Harriet Beecher, 1811-1896; Widger, David, 1932-2021? [Editor]"
58302,2018-11-17,Index of the Project Gutenberg Works of Baroness Orczy,en,"Orczy, Emmuska Orczy, Baroness, 1865-1947; Widger, David, 1932-2021? [Editor]"
58303,2018-11-18,"Swetnam, the Woman-hater, arraigned by women
A new comedie, acted at the Red Bull, by the late Queenes seruants.",en,Anonymous
58304,2018-11-18,"Falling in with Fortune; Or, The Experiences of a Young Secretary",en,"Alger, Horatio, Jr., 1832-1899; Stratemeyer, Edward, 1862-1930"
58305,2018-11-18,Miss Numè of Japan: A Japanese-American Romance,en,"Watanna, Onoto, 1875-1954; Read, Opie Percival, 1852-1939 [Author of introduction, etc.]"
58306,2018-11-18,Novellenbuch 1. Band,de,"Liliencron, Detlev von, 1844-1909; Meyer, Conrad Ferdinand, 1825-1898; Spielhagen, Friedrich, 1829-1911; Wildenbruch, Ernst von, 1845-1909"
58307,2018-11-18,"The Military Adventures of Charles O'Neil
Who was a Soldier in the Army of Lord Wellington during the Memorable Peninsular War and the Continental Campaigns from 1811 to 1815",en,"O'Neil, Charles, 1793-"
58308,2018-11-18,A Description of Greenland,en,"Egede, Hans, 1686-1758"
58309,2018-11-18,Lettres d'un satyre,fr,"Gourmont, Remy de, 1858-1915; Vibert, P.-E. (Pierre-Eugène), 1875-1937 [Illustrator]"
58310,2018-11-19,John Lackland,en,"Norgate, Kate, 1853-1935"
58311,2018-11-19,Het Kindeken Jezus in Vlaanderen,nl,"Timmermans, Felix, 1886-1947"
58312,2018-11-20,London Cries & Public Edifices,en,"Leighton, John, 1822-1912"
58313,2018-11-19,Uit Ouden Tijd,nl,"Louwerse, Pieter, 1840-1909"
58314,2018-11-20,Slavery in History,en,"Gurowski, Adam, 1805-1866"
58315,2018-11-20,"History of the Fifty-Seventh Regiment, Pennsylvania Veteran Volunteer Infantry
First Brigade, First Division, Third Corps and Second Brigade, Third Division, Second Corps, Army of the Potomac",en,Various
58316,2018-11-20,Il fiume Bianco e i Dénka: Memorie,it,"Beltrame, G. (Gianni)"
58317,2018-11-20,Connaissance de la Déesse,fr,"Fabre, Lucien, 1889-1952; Valéry, Paul, 1871-1945 [Author of introduction, etc.]"
58318,2018-11-21,"The Blacksmith in Eighteenth-Century Williamsburg
An Account of His Life & Times and of His Craft",en,"Gill, Harold B.; Ford, Thomas K. [Editor]"
58319,2018-11-21,"The Story of Paper-making
An account of paper-making from its earliest known record down to the present time",en,"Butler, Frank O."
58320,2018-11-22,The Three Brothers; vol. 1/3,en,"Oliphant, Mrs. (Margaret), 1828-1897"
58321,2018-11-22,The Three Brothers; vol. 2/3,en,"Oliphant, Mrs. (Margaret), 1828-1897"
58322,2018-11-22,The Three Brothers; vol. 3/3,en,"Oliphant, Mrs. (Margaret), 1828-1897"
58323,2018-11-22,The Three Brothers; Complete,en,"Oliphant, Mrs. (Margaret), 1828-1897"
58324,2018-11-22,"Chaste as Ice, Pure as Snow: A Novel",en,"Despard, C. (Charlotte), 1844-1939"
58325,2018-11-22,Through One Administration,en,"Burnett, Frances Hodgson, 1849-1924"
58326,2018-11-23,Aasian tytär,fi,"Loti, Pierre, 1850-1923; Palola, Eino, 1885-1951 [Translator]"
58327,2018-11-23,"Rautatie ja hautuumaa, ynnä muita kertomuksia",fi,"Bjørnson, Bjørnstjerne, 1832-1910; Suppanen, Alma, 1858-1937 [Translator]"
58328,2018-11-23,Index of the Project Gutenberg Works of Miguel de Cervantes Saavedra,en,"Cervantes Saavedra, Miguel de, 1547-1616; Widger, David, 1932-2021? [Editor]"
58329,2018-11-23,Index of the Project Gutenberg Works of Oscar Wilde,en,"Wilde, Oscar, 1854-1900; Widger, David, 1932-2021? [Editor]"
58330,2018-11-23,The Dune Country,en,"Reed, Earl H. (Earl Howell), 1863-1931"
58331,2018-11-24,Recuerdos de mi vida (tomo 1 de 2),es,"Ramón y Cajal, Santiago, 1852-1934"
58332,2018-11-24,"Autobiography of Miss Cornelia Knight, lady companion to the Princess Charlotte of Wales, Volume 1 (of 2)
with extracts from her journals and anecdote books",en,"Knight, Ellis Cornelia, 1757-1837; Kaye, John William, Sir, 1814-1876 [Editor]"
58333,2018-11-24,"The Fall of Man; Or, The Loves of the Gorillas
A Popular Scientific Lecture Upon the Darwinian Theory of Development by Sexual Selection",en,"White, Richard Grant, 1821-1885"
58334,2018-11-24,"The Jewel House: An Account of the Many Romances Connected with the Royal Regalia
Together with Sir Gilbert Talbot's Account of Colonel Blood's Plot",en,"Younghusband, G. J. (George John), 1859-1944"
58335,2018-11-24,The Knitting Book,en,"Riego de la Branchardière, Eléonore"
58336,2018-11-24,Sea Scouts up-Channel,en,"Westerman, Percy F. (Percy Francis), 1876-1959; Padday, C. M. (Charles Murray), 1868-1954 [Illustrator]"
58337,2018-11-24,Wanderings in Corsica: Its History and Its Heroes. Vol. 2 of 2,en,"Gregorovius, Ferdinand, 1821-1891; Muir, Alexander [Translator]"
58338,2018-11-24,"The life and correspondence of Sir Anthony Panizzi, K.C.B., Vol. 1 (of 2)
Late principal librarian of the British museum, senator of Italy, etc.",en,"Fagan, Louis, 1845-1903"
58339,2018-11-24,Upplevelser under krigsåren 1914-1918,sv,"Thesleff, Wilhelm, 1880-1941"
58340,2018-11-24,Tarr,en,"Lewis, Wyndham, 1882-1957"
58341,2018-11-24,Novelle,it,"De Amicis, Edmondo, 1846-1908; Bignami, Vespasiano, 1841-1929 [Illustrator]"
58342,2018-11-24,Siebeneichen: Roman aus dem Alt-Meißner Land,de,"Hildebrand, Gustav; Windisch, Josef [Illustrator]"
58343,2018-11-24,Hatsu: A Story of Egypt,en,"Fessenden, Laura Dayton"
58344,2018-11-24,Siddhartha: A Poem of India,en,"Hesse, Hermann, 1877-1962; Wyllie, David (Translator) [Translator]"
58345,2018-11-24,"Within the Maze: A Novel, Vol. 1 (of 2)",en,"Wood, Henry, Mrs., 1814-1887"
58346,2018-11-24,"Within the Maze: A Novel, Vol. 2 (of 2)",en,"Wood, Henry, Mrs., 1814-1887"
58347,2018-11-25,A History of Aeronautics,en,"Marsh, W. Lockwood (William Lockwood), 1886-1963; Vivian, Evelyn Charles, 1882-1947"
58348,2018-11-25,An Artist in Egypt,en,"Tyndale, Walter, 1855-1943"
58349,2018-11-25,History of Geography,en,"Howarth, O. J. R. (Osbert John Radcliffe), 1877-1954; Keltie, John Scott, Sir, 1840-1927"
58350,2018-11-25,The Chinese Opium-Smoker,en,Anonymous
58351,2018-11-25,Solidarismus: Natürliche wirtschaftliche Erlösung des Menschen,de,"Diesel, Rudolf, 1858-1913"
58352,2018-11-25,Religion und Kosmos,de,"Schlaf, Johannes, 1862-1941"
58353,2018-11-25,La vecchia casa,it,"Neera, 1846-1918"
58354,2018-11-25,Viisas tyttö,fi,"Walford, Lucy Bethia, 1845-1915; Hedman, Valfrid, 1872-1939 [Translator]"
58355,2018-11-25,The Three Brothers,en,"Phillpotts, Eden, 1862-1960"
58356,2018-11-25,The Passing of Empire,en,"Fielding, H. (Harold), 1859-1917"
58357,2018-11-26,"Harper's Young People, June 27, 1882
An Illustrated Weekly",en,Various
